552784600502915072 [0, 'non-rumours', 'charliehebdo']
499381321954000896 [0, 'non-rumours', 'ferguson']
499381917490237440 [0, 'non-rumours', 'ferguson']
499383196451368960 [0, 'non-rumours', 'ferguson']
499383640267423744 [0, 'non-rumours', 'ferguson']
499385227362328576 [0, 'non-rumours', 'ferguson']
499386181310619649 [0, 'non-rumours', 'ferguson']
499386726414954496 [0, 'non-rumours', 'ferguson']
499387698390790144 [0, 'non-rumours', 'ferguson']
499387985096237056 [0, 'non-rumours', 'ferguson']
499387993879511041 [0, 'non-rumours', 'ferguson']
499388398529175552 [0, 'non-rumours', 'ferguson']
499388619425980416 [0, 'non-rumours', 'ferguson']
499389815268573187 [0, 'non-rumours', 'ferguson']
499394221984714752 [0, 'non-rumours', 'ferguson']
499394946416529409 [0, 'non-rumours', 'ferguson']
499397048878501888 [0, 'non-rumours', 'ferguson']
499397804620386304 [0, 'non-rumours', 'ferguson']
499400566397607936 [0, 'non-rumours', 'ferguson']
499401478235099137 [0, 'non-rumours', 'ferguson']
499401831874043905 [0, 'non-rumours', 'ferguson']
499402006146977792 [0, 'non-rumours', 'ferguson']
499402444267212800 [0, 'non-rumours', 'ferguson']
499402643869929474 [0, 'non-rumours', 'ferguson']
499403422278619136 [0, 'non-rumours', 'ferguson']
499405013261635584 [0, 'non-rumours', 'ferguson']
499405449951584256 [0, 'non-rumours', 'ferguson']
499406086945136640 [0, 'non-rumours', 'ferguson']
499406854615597056 [0, 'non-rumours', 'ferguson']
499408845127819265 [0, 'non-rumours', 'ferguson']
499408988422037505 [0, 'non-rumours', 'ferguson']
499409455814287360 [0, 'non-rumours', 'ferguson']
499409692834021376 [0, 'non-rumours', 'ferguson']
499410901033054208 [0, 'non-rumours', 'ferguson']
499410965075886080 [0, 'non-rumours', 'ferguson']
499411596255719424 [0, 'non-rumours', 'ferguson']
499411738467794945 [0, 'non-rumours', 'ferguson']
499411840733282304 [0, 'non-rumours', 'ferguson']
499412007573942272 [0, 'non-rumours', 'ferguson']
499412661176926209 [0, 'non-rumours', 'ferguson']
499412821671968769 [0, 'non-rumours', 'ferguson']
499424290748780546 [0, 'non-rumours', 'ferguson']
499426471300329472 [0, 'non-rumours', 'ferguson']
499427218171248641 [0, 'non-rumours', 'ferguson']
499427833102745600 [0, 'non-rumours', 'ferguson']
499432169836531712 [0, 'non-rumours', 'ferguson']
499432557906104320 [0, 'non-rumours', 'ferguson']
499435341259223040 [0, 'non-rumours', 'ferguson']
499437429690888192 [0, 'non-rumours', 'ferguson']
499438052688023552 [0, 'non-rumours', 'ferguson']
499438977774931968 [0, 'non-rumours', 'ferguson']
499439550029381632 [0, 'non-rumours', 'ferguson']
499439571520991232 [0, 'non-rumours', 'ferguson']
499439795618480128 [0, 'non-rumours', 'ferguson']
499440386767859712 [0, 'non-rumours', 'ferguson']
499441454498852864 [0, 'non-rumours', 'ferguson']
499444325646757888 [0, 'non-rumours', 'ferguson']
499444395800682497 [0, 'non-rumours', 'ferguson']
499445575956578304 [0, 'non-rumours', 'ferguson']
499446112147628032 [0, 'non-rumours', 'ferguson']
499446567229603841 [0, 'non-rumours', 'ferguson']
499448210789007360 [0, 'non-rumours', 'ferguson']
499453410744483842 [0, 'non-rumours', 'ferguson']
499453886474637312 [0, 'non-rumours', 'ferguson']
499455799723184130 [0, 'non-rumours', 'ferguson']
499457882144796672 [0, 'non-rumours', 'ferguson']
499463629251837952 [0, 'non-rumours', 'ferguson']
499464258183114754 [0, 'non-rumours', 'ferguson']
499465611647275008 [0, 'non-rumours', 'ferguson']
499467982943186944 [0, 'non-rumours', 'ferguson']
499471162058231808 [0, 'non-rumours', 'ferguson']
499472596853743618 [0, 'non-rumours', 'ferguson']
499478126570004480 [0, 'non-rumours', 'ferguson']
499478537468792832 [0, 'non-rumours', 'ferguson']
499478732315566080 [0, 'non-rumours', 'ferguson']
499481575059619840 [0, 'non-rumours', 'ferguson']
499484255869612034 [0, 'non-rumours', 'ferguson']
499488337338843137 [0, 'non-rumours', 'ferguson']
499490314718310400 [0, 'non-rumours', 'ferguson']
499501246907432960 [0, 'non-rumours', 'ferguson']
499507509171060736 [0, 'non-rumours', 'ferguson']
499511714438971392 [0, 'non-rumours', 'ferguson']
499514668814467072 [0, 'non-rumours', 'ferguson']
499517463457849345 [0, 'non-rumours', 'ferguson']
499519101644308480 [0, 'non-rumours', 'ferguson']
499519439206092800 [0, 'non-rumours', 'ferguson']
499524024012386304 [0, 'non-rumours', 'ferguson']
499526002469797888 [0, 'non-rumours', 'ferguson']
499527157023277056 [0, 'non-rumours', 'ferguson']
499529014797557760 [0, 'non-rumours', 'ferguson']
499530401136668672 [0, 'non-rumours', 'ferguson']
499531968229683200 [0, 'non-rumours', 'ferguson']
499532858399412224 [0, 'non-rumours', 'ferguson']
499536812109742080 [0, 'non-rumours', 'ferguson']
499540195734065152 [0, 'non-rumours', 'ferguson']
499541439962185729 [0, 'non-rumours', 'ferguson']
499542449753051136 [0, 'non-rumours', 'ferguson']
499553298668859392 [0, 'non-rumours', 'ferguson']
499553426133753857 [0, 'non-rumours', 'ferguson']
499553513471741954 [0, 'non-rumours', 'ferguson']
499554114024771584 [0, 'non-rumours', 'ferguson']
499554248292458499 [0, 'non-rumours', 'ferguson']
499556227874304000 [0, 'non-rumours', 'ferguson']
499560002341044224 [0, 'non-rumours', 'ferguson']
499563566786433024 [0, 'non-rumours', 'ferguson']
499564237552115712 [0, 'non-rumours', 'ferguson']
499567797064957952 [0, 'non-rumours', 'ferguson']
499568802267672576 [0, 'non-rumours', 'ferguson']
499569344184340480 [0, 'non-rumours', 'ferguson']
499571347375136768 [0, 'non-rumours', 'ferguson']
499571799764770816 [0, 'non-rumours', 'ferguson']
499574200596983808 [0, 'non-rumours', 'ferguson']
499575076468305923 [0, 'non-rumours', 'ferguson']
499576743967993856 [0, 'non-rumours', 'ferguson']
499579650926858240 [0, 'non-rumours', 'ferguson']
499581469027618816 [0, 'non-rumours', 'ferguson']
499581876668227584 [0, 'non-rumours', 'ferguson']
499583349267382273 [0, 'non-rumours', 'ferguson']
499583424114728961 [0, 'non-rumours', 'ferguson']
499584511710351361 [0, 'non-rumours', 'ferguson']
499584606878715905 [0, 'non-rumours', 'ferguson']
499584618165567488 [0, 'non-rumours', 'ferguson']
499585144416514048 [0, 'non-rumours', 'ferguson']
499586890837016579 [0, 'non-rumours', 'ferguson']
499588291335692288 [0, 'non-rumours', 'ferguson']
499589336816308227 [0, 'non-rumours', 'ferguson']
499590048313262080 [0, 'non-rumours', 'ferguson']
499590929611640832 [0, 'non-rumours', 'ferguson']
499592320900431872 [0, 'non-rumours', 'ferguson']
499595283504701440 [0, 'non-rumours', 'ferguson']
499596695705894912 [0, 'non-rumours', 'ferguson']
499598115888848896 [0, 'non-rumours', 'ferguson']
499598154581303296 [0, 'non-rumours', 'ferguson']
499598945417703424 [0, 'non-rumours', 'ferguson']
499601812005998592 [0, 'non-rumours', 'ferguson']
499601956491374594 [0, 'non-rumours', 'ferguson']
499602333404504064 [0, 'non-rumours', 'ferguson']
499602370917978112 [0, 'non-rumours', 'ferguson']
499602989133594624 [0, 'non-rumours', 'ferguson']
499604750888083456 [0, 'non-rumours', 'ferguson']
499605248747786240 [0, 'non-rumours', 'ferguson']
499606278910398464 [0, 'non-rumours', 'ferguson']
499606771246567424 [0, 'non-rumours', 'ferguson']
499607500187250689 [0, 'non-rumours', 'ferguson']
499608179362521088 [0, 'non-rumours', 'ferguson']
499610913112989696 [0, 'non-rumours', 'ferguson']
499611069565112320 [0, 'non-rumours', 'ferguson']
499611719090450432 [0, 'non-rumours', 'ferguson']
499612195756728320 [0, 'non-rumours', 'ferguson']
499613731312005121 [0, 'non-rumours', 'ferguson']
499615655906533376 [0, 'non-rumours', 'ferguson']
499619724222038016 [0, 'non-rumours', 'ferguson']
499620598994444288 [0, 'non-rumours', 'ferguson']
499620682502635520 [0, 'non-rumours', 'ferguson']
499621957747224576 [0, 'non-rumours', 'ferguson']
499622667142844416 [0, 'non-rumours', 'ferguson']
499626055251271682 [0, 'non-rumours', 'ferguson']
499635247311781889 [0, 'non-rumours', 'ferguson']
499635302764662784 [0, 'non-rumours', 'ferguson']
499636076852420608 [0, 'non-rumours', 'ferguson']
499637476315910146 [0, 'non-rumours', 'ferguson']
499638207987089408 [0, 'non-rumours', 'ferguson']
499642704687816706 [0, 'non-rumours', 'ferguson']
499643185581142016 [0, 'non-rumours', 'ferguson']
499647059688173569 [0, 'non-rumours', 'ferguson']
499647397278937088 [0, 'non-rumours', 'ferguson']
499648712596271107 [0, 'non-rumours', 'ferguson']
499649230181388289 [0, 'non-rumours', 'ferguson']
499649754822103040 [0, 'non-rumours', 'ferguson']
499649813332639744 [0, 'non-rumours', 'ferguson']
499649872534831104 [0, 'non-rumours', 'ferguson']
499650234914713600 [0, 'non-rumours', 'ferguson']
499650640314777601 [0, 'non-rumours', 'ferguson']
499651344622694400 [0, 'non-rumours', 'ferguson']
499651830951841794 [0, 'non-rumours', 'ferguson']
499652256288235521 [0, 'non-rumours', 'ferguson']
499652628825899009 [0, 'non-rumours', 'ferguson']
499652797030088704 [0, 'non-rumours', 'ferguson']
499653470417199105 [0, 'non-rumours', 'ferguson']
499654272342953984 [0, 'non-rumours', 'ferguson']
499654313870761984 [0, 'non-rumours', 'ferguson']
499655603405725696 [0, 'non-rumours', 'ferguson']
499655869412286464 [0, 'non-rumours', 'ferguson']
499657337548701696 [0, 'non-rumours', 'ferguson']
499657337985323009 [0, 'non-rumours', 'ferguson']
499657584836874240 [0, 'non-rumours', 'ferguson']
499658267493019651 [0, 'non-rumours', 'ferguson']
499659628645720064 [0, 'non-rumours', 'ferguson']
499660656769921025 [0, 'non-rumours', 'ferguson']
499660768908832771 [0, 'non-rumours', 'ferguson']
499660771857809409 [0, 'non-rumours', 'ferguson']
499662307560263680 [0, 'non-rumours', 'ferguson']
499662393627410432 [0, 'non-rumours', 'ferguson']
499663992697417728 [0, 'non-rumours', 'ferguson']
499665704300191745 [0, 'non-rumours', 'ferguson']
499665889198088192 [0, 'non-rumours', 'ferguson']
499667482354143232 [0, 'non-rumours', 'ferguson']
499667557247614977 [0, 'non-rumours', 'ferguson']
499668221767999488 [0, 'non-rumours', 'ferguson']
499669445548449793 [0, 'non-rumours', 'ferguson']
499669671034257408 [0, 'non-rumours', 'ferguson']
499671635067437056 [0, 'non-rumours', 'ferguson']
499672226887897089 [0, 'non-rumours', 'ferguson']
499673142114013186 [0, 'non-rumours', 'ferguson']
499673760484433921 [0, 'non-rumours', 'ferguson']
499674159916789760 [0, 'non-rumours', 'ferguson']
499674825753772033 [0, 'non-rumours', 'ferguson']
499674902060744704 [0, 'non-rumours', 'ferguson']
499674991294951424 [0, 'non-rumours', 'ferguson']
499676350064508928 [0, 'non-rumours', 'ferguson']
499678305134448641 [0, 'non-rumours', 'ferguson']
499678822598340608 [0, 'non-rumours', 'ferguson']
499679142766735362 [0, 'non-rumours', 'ferguson']
499679986727411715 [0, 'non-rumours', 'ferguson']
499681614549377024 [0, 'non-rumours', 'ferguson']
499682060793937921 [0, 'non-rumours', 'ferguson']
499683602452717569 [0, 'non-rumours', 'ferguson']
499684402616864768 [0, 'non-rumours', 'ferguson']
499685593857531906 [0, 'non-rumours', 'ferguson']
499687274326786049 [0, 'non-rumours', 'ferguson']
499687644045918210 [0, 'non-rumours', 'ferguson']
499688532391526400 [0, 'non-rumours', 'ferguson']
499688832300630016 [0, 'non-rumours', 'ferguson']
499689349420568577 [0, 'non-rumours', 'ferguson']
499689438092726273 [0, 'non-rumours', 'ferguson']
499689757652566016 [0, 'non-rumours', 'ferguson']
499689919929798657 [0, 'non-rumours', 'ferguson']
499690032601772032 [0, 'non-rumours', 'ferguson']
499690323883589632 [0, 'non-rumours', 'ferguson']
499690351875981313 [0, 'non-rumours', 'ferguson']
499690604302192640 [0, 'non-rumours', 'ferguson']
499690835059814400 [0, 'non-rumours', 'ferguson']
499690869784846336 [0, 'non-rumours', 'ferguson']
499691224169590784 [0, 'non-rumours', 'ferguson']
499691429359517696 [0, 'non-rumours', 'ferguson']
499691501136650240 [0, 'non-rumours', 'ferguson']
499691556652449792 [0, 'non-rumours', 'ferguson']
499691593985957888 [0, 'non-rumours', 'ferguson']
499691638424608768 [0, 'non-rumours', 'ferguson']
499691702660374528 [0, 'non-rumours', 'ferguson']
499691814358888448 [0, 'non-rumours', 'ferguson']
499692099005325312 [0, 'non-rumours', 'ferguson']
499692589143298049 [0, 'non-rumours', 'ferguson']
499692788993511424 [0, 'non-rumours', 'ferguson']
499692915954704384 [0, 'non-rumours', 'ferguson']
499693137670205440 [0, 'non-rumours', 'ferguson']
499693411503726592 [0, 'non-rumours', 'ferguson']
499693751720501248 [0, 'non-rumours', 'ferguson']
499693808515182592 [0, 'non-rumours', 'ferguson']
499694783691239424 [0, 'non-rumours', 'ferguson']
499695028407922689 [0, 'non-rumours', 'ferguson']
499695074855624704 [0, 'non-rumours', 'ferguson']
499695460358311936 [0, 'non-rumours', 'ferguson']
499695682476060673 [0, 'non-rumours', 'ferguson']
499695918547861504 [0, 'non-rumours', 'ferguson']
499696137708658688 [0, 'non-rumours', 'ferguson']
499696525808001024 [0, 'non-rumours', 'ferguson']
499696550541795328 [0, 'non-rumours', 'ferguson']
499696733979688961 [0, 'non-rumours', 'ferguson']
499696744155062272 [0, 'non-rumours', 'ferguson']
499696948296028160 [0, 'non-rumours', 'ferguson']
499697037156171776 [0, 'non-rumours', 'ferguson']
499697194325114881 [0, 'non-rumours', 'ferguson']
499697498072420352 [0, 'non-rumours', 'ferguson']
499697652385464320 [0, 'non-rumours', 'ferguson']
499697729225105408 [0, 'non-rumours', 'ferguson']
499697848737210369 [0, 'non-rumours', 'ferguson']
499697887434248192 [0, 'non-rumours', 'ferguson']
499698311306043392 [0, 'non-rumours', 'ferguson']
499698357397237762 [0, 'non-rumours', 'ferguson']
499698366402789376 [0, 'non-rumours', 'ferguson']
499698817567293440 [0, 'non-rumours', 'ferguson']
499698825020592129 [0, 'non-rumours', 'ferguson']
499698828845780993 [0, 'non-rumours', 'ferguson']
499698964925796352 [0, 'non-rumours', 'ferguson']
499699006298419200 [0, 'non-rumours', 'ferguson']
499699052389208065 [0, 'non-rumours', 'ferguson']
499699107615997952 [0, 'non-rumours', 'ferguson']
499699270883110913 [0, 'non-rumours', 'ferguson']
499699366660423680 [0, 'non-rumours', 'ferguson']
499699435551866880 [0, 'non-rumours', 'ferguson']
499699779426066432 [0, 'non-rumours', 'ferguson']
499699803576881152 [0, 'non-rumours', 'ferguson']
499699989237747712 [0, 'non-rumours', 'ferguson']
499700083265269763 [0, 'non-rumours', 'ferguson']
499700209484828672 [0, 'non-rumours', 'ferguson']
499700213792387073 [0, 'non-rumours', 'ferguson']
499700279412281345 [0, 'non-rumours', 'ferguson']
499700579527299073 [0, 'non-rumours', 'ferguson']
499700824432717824 [0, 'non-rumours', 'ferguson']
499700838127120386 [0, 'non-rumours', 'ferguson']
499700861900435456 [0, 'non-rumours', 'ferguson']
499700906384842752 [0, 'non-rumours', 'ferguson']
499701114195808257 [0, 'non-rumours', 'ferguson']
499701408904798208 [0, 'non-rumours', 'ferguson']
499701423135678464 [0, 'non-rumours', 'ferguson']
499701576395919360 [0, 'non-rumours', 'ferguson']
499701669437784064 [0, 'non-rumours', 'ferguson']
499702088512049152 [0, 'non-rumours', 'ferguson']
499702134279913472 [0, 'non-rumours', 'ferguson']
499702153909256193 [0, 'non-rumours', 'ferguson']
499702206455488513 [0, 'non-rumours', 'ferguson']
499702384424022016 [0, 'non-rumours', 'ferguson']
499702462865874944 [0, 'non-rumours', 'ferguson']
499703033174179840 [0, 'non-rumours', 'ferguson']
499703127193305088 [0, 'non-rumours', 'ferguson']
499703128540061699 [0, 'non-rumours', 'ferguson']
499703156889362432 [0, 'non-rumours', 'ferguson']
499703254637219841 [0, 'non-rumours', 'ferguson']
499703369108553730 [0, 'non-rumours', 'ferguson']
499703651079045121 [0, 'non-rumours', 'ferguson']
499703794805276672 [0, 'non-rumours', 'ferguson']
499704226294300672 [0, 'non-rumours', 'ferguson']
499704241741520897 [0, 'non-rumours', 'ferguson']
499704336935821314 [0, 'non-rumours', 'ferguson']
499704416937975809 [0, 'non-rumours', 'ferguson']
499704570134941697 [0, 'non-rumours', 'ferguson']
499704658139435008 [0, 'non-rumours', 'ferguson']
499704667195322368 [0, 'non-rumours', 'ferguson']
499704780366036992 [0, 'non-rumours', 'ferguson']
499705041238765568 [0, 'non-rumours', 'ferguson']
499705042178691072 [0, 'non-rumours', 'ferguson']
499705246642622465 [0, 'non-rumours', 'ferguson']
499705269434085376 [0, 'non-rumours', 'ferguson']
499705545583263744 [0, 'non-rumours', 'ferguson']
499705599454883840 [0, 'non-rumours', 'ferguson']
499705746377150464 [0, 'non-rumours', 'ferguson']
499705810076053504 [0, 'non-rumours', 'ferguson']
499705915227271168 [0, 'non-rumours', 'ferguson']
499705963126202368 [0, 'non-rumours', 'ferguson']
499706059691663360 [0, 'non-rumours', 'ferguson']
499706065769201666 [0, 'non-rumours', 'ferguson']
499706211093471232 [0, 'non-rumours', 'ferguson']
499706350759206912 [0, 'non-rumours', 'ferguson']
499706791396392960 [0, 'non-rumours', 'ferguson']
500069586063335424 [0, 'non-rumours', 'ferguson']
500070108099002368 [0, 'non-rumours', 'ferguson']
500070699768496128 [0, 'non-rumours', 'ferguson']
500070716650565632 [0, 'non-rumours', 'ferguson']
500070913836982272 [0, 'non-rumours', 'ferguson']
500071770192216065 [0, 'non-rumours', 'ferguson']
500072098178813954 [0, 'non-rumours', 'ferguson']
500072137374171136 [0, 'non-rumours', 'ferguson']
500072155166814209 [0, 'non-rumours', 'ferguson']
500072334578159616 [0, 'non-rumours', 'ferguson']
500072455931588611 [0, 'non-rumours', 'ferguson']
500073002101665792 [0, 'non-rumours', 'ferguson']
500073277273165824 [0, 'non-rumours', 'ferguson']
500074069354905600 [0, 'non-rumours', 'ferguson']
500160181184249856 [0, 'non-rumours', 'ferguson']
500162426998755330 [0, 'non-rumours', 'ferguson']
500163501961142275 [0, 'non-rumours', 'ferguson']
500163615555878912 [0, 'non-rumours', 'ferguson']
500164348963459072 [0, 'non-rumours', 'ferguson']
500165620835840000 [0, 'non-rumours', 'ferguson']
500171743466901505 [0, 'non-rumours', 'ferguson']
500175929902395392 [0, 'non-rumours', 'ferguson']
500176026882678784 [0, 'non-rumours', 'ferguson']
500176071476936704 [0, 'non-rumours', 'ferguson']
500176354185187328 [0, 'non-rumours', 'ferguson']
500177556768034816 [0, 'non-rumours', 'ferguson']
500180625312083968 [0, 'non-rumours', 'ferguson']
500180740127342592 [0, 'non-rumours', 'ferguson']
500183912384319489 [0, 'non-rumours', 'ferguson']
500186504279625728 [0, 'non-rumours', 'ferguson']
500186818374270976 [0, 'non-rumours', 'ferguson']
500189389855916032 [0, 'non-rumours', 'ferguson']
500192488003354624 [0, 'non-rumours', 'ferguson']
500197999205965824 [0, 'non-rumours', 'ferguson']
500210207986028544 [0, 'non-rumours', 'ferguson']
500212911856295940 [0, 'non-rumours', 'ferguson']
